LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME, Value ,Flag Codes
LVA,HHEXP,TOT,MLN_USD,A,2014,28389.33 ,
LVA,HHEXP,TOT,MLN_USD,A,2015,28906.14 ,
LVA,HHEXP,TOT,MLN_USD,A,2016,31035.45 ,
LVA,HHEXP,TOT,MLN_USD,A,2020,32822.80 ,
LVA,HHEXP,TOT,MLN_USD,A,2017,32902.98 ,
LVA,HHEXP,TOT,MLN_USD,A,2018,34297.58 ,
LVA,HHEXP,TOT,MLN_USD,A,2019,35928.53 ,
NLD,HHEXP,TOT,MLN_USD,A,1990,139766.80 ,E
NLD,HHEXP,TOT,MLN_USD,A,1991,149060.69 ,E
NLD,HHEXP,TOT,MLN_USD,A,1992,154390.19 ,E
NLD,HHEXP,TOT,MLN_USD,A,1993,160203.41 ,E
NLD,HHEXP,TOT,MLN_USD,A,1994,167643.82 ,E
NLD,HHEXP,TOT,MLN_USD,A,1995,175881.78 ,
NLD,HHEXP,TOT,MLN_USD,A,1996,187698.63 ,
NLD,HHEXP,TOT,MLN_USD,A,1997,199623.33 ,
NLD,HHEXP,TOT,MLN_USD,A,1998,215442.47 ,
NLD,HHEXP,TOT,MLN_USD,A,1999,232122.56 ,
NLD,HHEXP,TOT,MLN_USD,A,2000,251771.79 ,
NLD,HHEXP,TOT,MLN_USD,A,2001,260972.23 ,
NLD,HHEXP,TOT,MLN_USD,A,2003,272371.87 ,
NLD,HHEXP,TOT,MLN_USD,A,2002,274130.47 ,
NLD,HHEXP,TOT,MLN_USD,A,2004,283564.08 ,
NLD,HHEXP,TOT,MLN_USD,A,2005,295006.64 ,
NLD,HHEXP,TOT,MLN_USD,A,2006,310829.30 ,
NLD,HHEXP,TOT,MLN_USD,A,2007,327434.15 ,
NLD,HHEXP,TOT,MLN_USD,A,2009,330654.11 ,
NLD,HHEXP,TOT,MLN_USD,A,2010,334226.48 ,
NLD,HHEXP,TOT,MLN_USD,A,2008,342367.89 ,
NLD,HHEXP,TOT,MLN_USD,A,2011,348526.73 ,
NLD,HHEXP,TOT,MLN_USD,A,2012,353998.06 ,
NLD,HHEXP,TOT,MLN_USD,A,2014,369469.20 ,
NLD,HHEXP,TOT,MLN_USD,A,2013,369607.35 ,
NLD,HHEXP,TOT,MLN_USD,A,2015,377012.63 ,
NLD,HHEXP,TOT,MLN_USD,A,2016,390258.26 ,
NLD,HHEXP,TOT,MLN_USD,A,2017,411174.30 ,
NLD,HHEXP,TOT,MLN_USD,A,2020,414431.90 ,P
NLD,HHEXP,TOT,MLN_USD,A,2018,432837.66 ,
NLD,HHEXP,TOT,MLN_USD,A,2019,443978.38 ,P
NOR,HHEXP,TOT,MLN_USD,A,1990,36139.39 ,
NOR,HHEXP,TOT,MLN_USD,A,1991,38772.88 ,
NOR,HHEXP,TOT,MLN_USD,A,1992,41799.17 ,
NOR,HHEXP,TOT,MLN_USD,A,1993,43913.67 ,
NOR,HHEXP,TOT,MLN_USD,A,1994,46934.61 ,
NOR,HHEXP,TOT,MLN_USD,A,1995,49449.44 ,
NOR,HHEXP,TOT,MLN_USD,A,1996,53937.72 ,
NOR,HHEXP,TOT,MLN_USD,A,1997,56636.03 ,
NOR,HHEXP,TOT,MLN_USD,A,1998,58113.24 ,
NOR,HHEXP,TOT,MLN_USD,A,1999,61636.70 ,
NOR,HHEXP,TOT,MLN_USD,A,2000,67590.62 ,
NOR,HHEXP,TOT,MLN_USD,A,2001,69859.49 ,
NOR,HHEXP,TOT,MLN_USD,A,2002,73947.44 ,
NOR,HHEXP,TOT,MLN_USD,A,2003,77100.25 ,
NOR,HHEXP,TOT,MLN_USD,A,2004,82924.54 ,
NOR,HHEXP,TOT,MLN_USD,A,2005,88638.86 ,
NOR,HHEXP,TOT,MLN_USD,A,2006,97058.68 ,
NOR,HHEXP,TOT,MLN_USD,A,2007,101924.22 ,
NOR,HHEXP,TOT,MLN_USD,A,2009,107748.39 ,
NOR,HHEXP,TOT,MLN_USD,A,2008,107941.72 ,
NOR,HHEXP,TOT,MLN_USD,A,2010,113549.35 ,
NOR,HHEXP,TOT,MLN_USD,A,2011,118084.03 ,
NOR,HHEXP,TOT,MLN_USD,A,2012,124075.07 ,
NOR,HHEXP,TOT,MLN_USD,A,2015,129042.43 ,
NOR,HHEXP,TOT,MLN_USD,A,2013,130182.04 ,
NOR,HHEXP,TOT,MLN_USD,A,2014,131873.00 ,
NOR,HHEXP,TOT,MLN_USD,A,2016,133073.52 ,
NOR,HHEXP,TOT,MLN_USD,A,2017,142836.85 ,
NOR,HHEXP,TOT,MLN_USD,A,2018,150720.75 ,
NOR,HHEXP,TOT,MLN_USD,A,2020,151258.09 ,
NOR,HHEXP,TOT,MLN_USD,A,2019,153392.07 ,
POL,HHEXP,TOT,MLN_USD,A,1990,109471.13 ,E
POL,HHEXP,TOT,MLN_USD,A,1991,130234.27 ,E
POL,HHEXP,TOT,MLN_USD,A,1992,142037.76 ,E
POL,HHEXP,TOT,MLN_USD,A,1993,154033.31 ,E
POL,HHEXP,TOT,MLN_USD,A,1994,164318.09 ,E
POL,HHEXP,TOT,MLN_USD,A,1995,172817.27 ,
POL,HHEXP,TOT,MLN_USD,A,1996,193082.07 ,
POL,HHEXP,TOT,MLN_USD,A,1997,212030.39 ,
POL,HHEXP,TOT,MLN_USD,A,1998,225153.38 ,
POL,HHEXP,TOT,MLN_USD,A,1999,240861.86 ,
POL,HHEXP,TOT,MLN_USD,A,2000,258019.59 ,
POL,HHEXP,TOT,MLN_USD,A,2001,272107.95 ,
POL,HHEXP,TOT,MLN_USD,A,2002,297074.95 ,
POL,HHEXP,TOT,MLN_USD,A,2003,301550.67 ,
POL,HHEXP,TOT,MLN_USD,A,2004,324631.47 ,
POL,HHEXP,TOT,MLN_USD,A,2005,330566.87 ,
POL,HHEXP,TOT,MLN_USD,A,2006,353900.38 ,
POL,HHEXP,TOT,MLN_USD,A,2007,381193.96 ,
POL,HHEXP,TOT,MLN_USD,A,2008,426335.72 ,
POL,HHEXP,TOT,MLN_USD,A,2009,446288.25 ,
POL,HHEXP,TOT,MLN_USD,A,2010,485220.56 ,
POL,HHEXP,TOT,MLN_USD,A,2011,525143.56 ,
POL,HHEXP,TOT,MLN_USD,A,2012,547184.44 ,
POL,HHEXP,TOT,MLN_USD,A,2013,561682.73 ,
POL,HHEXP,TOT,MLN_USD,A,2014,574134.37 ,
POL,HHEXP,TOT,MLN_USD,A,2015,590261.37 ,
POL,HHEXP,TOT,MLN_USD,A,2016,621931.01 ,
POL,HHEXP,TOT,MLN_USD,A,2017,660891.39 ,
POL,HHEXP,TOT,MLN_USD,A,2018,698851.47 ,
POL,HHEXP,TOT,MLN_USD,A,2020,717575.49 ,
POL,HHEXP,TOT,MLN_USD,A,2019,735132.13 ,
ROU,HHEXP,TOT,MLN_USD,A,1995,84912.83 ,
ROU,HHEXP,TOT,MLN_USD,A,2000,88823.00 ,
ROU,HHEXP,TOT,MLN_USD,A,1999,89504.12 ,
ROU,HHEXP,TOT,MLN_USD,A,1997,90656.91 ,
ROU,HHEXP,TOT,MLN_USD,A,1996,94174.46 ,
ROU,HHEXP,TOT,MLN_USD,A,1998,95632.55 ,
ROU,HHEXP,TOT,MLN_USD,A,2001,98009.76 ,
ROU,HHEXP,TOT,MLN_USD,A,2002,105008.18 ,
ROU,HHEXP,TOT,MLN_USD,A,2003,109591.55 ,
ROU,HHEXP,TOT,MLN_USD,A,2004,132712.11 ,
ROU,HHEXP,TOT,MLN_USD,A,2005,142874.50 ,
ROU,HHEXP,TOT,MLN_USD,A,2006,165073.76 ,
ROU,HHEXP,TOT,MLN_USD,A,2007,189157.91 ,
ROU,HHEXP,TOT,MLN_USD,A,2009,209720.09 ,
ROU,HHEXP,TOT,MLN_USD,A,2010,215660.04 ,
ROU,HHEXP,TOT,MLN_USD,A,2008,216473.65 ,
ROU,HHEXP,TOT,MLN_USD,A,2011,223973.22 ,
ROU,HHEXP,TOT,MLN_USD,A,2012,234766.32 ,
ROU,HHEXP,TOT,MLN_USD,A,2013,239753.79 ,
ROU,HHEXP,TOT,MLN_USD,A,2014,248054.53 ,
ROU,HHEXP,TOT,MLN_USD,A,2015,259592.32 ,
ROU,HHEXP,TOT,MLN_USD,A,2016,295108.49 ,
ROU,HHEXP,TOT,MLN_USD,A,2017,332592.35 ,
ROU,HHEXP,TOT,MLN_USD,A,2018,358731.78 ,
ROU,HHEXP,TOT,MLN_USD,A,2019,393299.97 ,P
SVK,HHEXP,TOT,MLN_USD,A,1992,19321.03 ,E
SVK,HHEXP,TOT,MLN_USD,A,1993,22287.31 ,E
SVK,HHEXP,TOT,MLN_USD,A,1994,22979.97 ,E
SVK,HHEXP,TOT,MLN_USD,A,1995,24495.64 ,
SVK,HHEXP,TOT,MLN_USD,A,1996,26890.09 ,
SVK,HHEXP,TOT,MLN_USD,A,1997,28305.68 ,
SVK,HHEXP,TOT,MLN_USD,A,1998,30262.43 ,
SVK,HHEXP,TOT,MLN_USD,A,1999,30973.27 ,
SVK,HHEXP,TOT,MLN_USD,A,2000,32969.42 ,
SVK,HHEXP,TOT,MLN_USD,A,2001,36771.09 ,
SVK,HHEXP,TOT,MLN_USD,A,2002,39536.52 ,
SVK,HHEXP,TOT,MLN_USD,A,2003,40652.53 ,
SVK,HHEXP,TOT,MLN_USD,A,2004,44959.53 ,
SVK,HHEXP,TOT,MLN_USD,A,2005,48300.88 ,
SVK,HHEXP,TOT,MLN_USD,A,2006,54731.84 ,
SVK,HHEXP,TOT,MLN_USD,A,2007,60766.83 ,
SVK,HHEXP,TOT,MLN_USD,A,2008,70086.99 ,
SVK,HHEXP,TOT,MLN_USD,A,2009,72983.30 ,
SVK,HHEXP,TOT,MLN_USD,A,2010,76312.36 ,
SVK,HHEXP,TOT,MLN_USD,A,2011,77026.26 ,
SVK,HHEXP,TOT,MLN_USD,A,2012,80346.15 ,
SVK,HHEXP,TOT,MLN_USD,A,2013,82639.89 ,
SVK,HHEXP,TOT,MLN_USD,A,2014,85137.44 ,
SVK,HHEXP,TOT,MLN_USD,A,2015,86289.79 ,
SVK,HHEXP,TOT,MLN_USD,A,2016,87251.12 ,
SVK,HHEXP,TOT,MLN_USD,A,2017,90107.60 ,
SVK,HHEXP,TOT,MLN_USD,A,2018,95232.83 ,
SVK,HHEXP,TOT,MLN_USD,A,2019,98432.66 ,
SVK,HHEXP,TOT,MLN_USD,A,2020,98513.47 ,E
SVN,HHEXP,TOT,MLN_USD,A,1992,11913.23 ,E
SVN,HHEXP,TOT,MLN_USD,A,1991,12285.14 ,E
SVN,HHEXP,TOT,MLN_USD,A,1990,12680.64 ,E
SVN,HHEXP,TOT,MLN_USD,A,1993,13352.43 ,E
SVN,HHEXP,TOT,MLN_USD,A,1994,13956.68 ,E
SVN,HHEXP,TOT,MLN_USD,A,1995,15624.09 ,
SVN,HHEXP,TOT,MLN_USD,A,1996,16255.13 ,
SVN,HHEXP,TOT,MLN_USD,A,1997,17046.56 ,
SVN,HHEXP,TOT,MLN_USD,A,1998,17747.74 ,
SVN,HHEXP,TOT,MLN_USD,A,1999,19092.05 ,
SVN,HHEXP,TOT,MLN_USD,A,2000,19796.04 ,
SVN,HHEXP,TOT,MLN_USD,A,2001,20646.15 ,
SVN,HHEXP,TOT,MLN_USD,A,2002,21799.69 ,
SVN,HHEXP,TOT,MLN_USD,A,2003,22747.40 ,
SVN,HHEXP,TOT,MLN_USD,A,2004,24004.37 ,
SVN,HHEXP,TOT,MLN_USD,A,2005,25000.37 ,
SVN,HHEXP,TOT,MLN_USD,A,2006,25913.87 ,
SVN,HHEXP,TOT,MLN_USD,A,2007,27804.73 ,
SVN,HHEXP,TOT,MLN_USD,A,2008,30054.09 ,
SVN,HHEXP,TOT,MLN_USD,A,2009,30386.78 ,
SVN,HHEXP,TOT,MLN_USD,A,2010,31471.67 ,
SVN,HHEXP,TOT,MLN_USD,A,2011,32993.99 ,
SVN,HHEXP,TOT,MLN_USD,A,2012,33789.50 ,
SVN,HHEXP,TOT,MLN_USD,A,2013,34056.14 ,
SVN,HHEXP,TOT,MLN_USD,A,2014,34400.92 ,
SVN,HHEXP,TOT,MLN_USD,A,2015,34672.09 ,
SVN,HHEXP,TOT,MLN_USD,A,2016,37212.29 ,
SVN,HHEXP,TOT,MLN_USD,A,2017,38977.43 ,
SVN,HHEXP,TOT,MLN_USD,A,2020,39309.75 ,
SVN,HHEXP,TOT,MLN_USD,A,2018,41325.24 ,
SVN,HHEXP,TOT,MLN_USD,A,2019,44330.96 ,
SWE,HHEXP,TOT,MLN_USD,A,1990,81203.48 ,E
SWE,HHEXP,TOT,MLN_USD,A,1991,85844.28 ,E
SWE,HHEXP,TOT,MLN_USD,A,1992,87513.71 ,E
SWE,HHEXP,TOT,MLN_USD,A,1993,89741.80 ,
SWE,HHEXP,TOT,MLN_USD,A,1994,93366.21 ,
SWE,HHEXP,TOT,MLN_USD,A,1995,95680.95 ,
SWE,HHEXP,TOT,MLN_USD,A,1996,99195.82 ,
SWE,HHEXP,TOT,MLN_USD,A,1997,102876.68 ,
SWE,HHEXP,TOT,MLN_USD,A,1998,106052.05 ,
SWE,HHEXP,TOT,MLN_USD,A,1999,113313.70 ,
SWE,HHEXP,TOT,MLN_USD,A,2000,121602.12 ,
SWE,HHEXP,TOT,MLN_USD,A,2001,121881.89 ,
SWE,HHEXP,TOT,MLN_USD,A,2002,126407.44 ,
SWE,HHEXP,TOT,MLN_USD,A,2003,129691.76 ,
SWE,HHEXP,TOT,MLN_USD,A,2004,136875.03 ,
SWE,HHEXP,TOT,MLN_USD,A,2005,139617.22 ,
SWE,HHEXP,TOT,MLN_USD,A,2006,150509.47 ,
SWE,HHEXP,TOT,MLN_USD,A,2007,163047.45 ,
SWE,HHEXP,TOT,MLN_USD,A,2008,170372.98 ,
SWE,HHEXP,TOT,MLN_USD,A,2009,173149.20 ,
SWE,HHEXP,TOT,MLN_USD,A,2010,180695.03 ,
SWE,HHEXP,TOT,MLN_USD,A,2011,190767.53 ,
SWE,HHEXP,TOT,MLN_USD,A,2012,197463.52 ,
SWE,HHEXP,TOT,MLN_USD,A,2013,203908.83 ,
SWE,HHEXP,TOT,MLN_USD,A,2014,208605.22 ,
SWE,HHEXP,TOT,MLN_USD,A,2015,215788.60 ,
SWE,HHEXP,TOT,MLN_USD,A,2016,223713.54 ,
SWE,HHEXP,TOT,MLN_USD,A,2017,232594.84 ,
SWE,HHEXP,TOT,MLN_USD,A,2020,239768.98 ,
SWE,HHEXP,TOT,MLN_USD,A,2018,242482.47 ,
SWE,HHEXP,TOT,MLN_USD,A,2019,249592.13 ,
